"lang"
{
	"Language"	"TChinese"
		"DOTA_Tooltip_Ability_item_kat_steel_Description" "攻击伤害+88，力量+5 <br />【使用】施展地裂击造成800距离的敌人540伤害并震晕1.5秒"
		
		"DOTA_Tooltip_Ability_item_lightning_katana" "舞雷刀"
		"DOTA_Tooltip_Ability_item_lightning_katana_Description" "攻击伤害+28，攻速+15%。<br />【使用】施展分岔闪电，对最多8个敌人造成375伤害。"

		"DOTA_Tooltip_Ability_item_soul_adder" "御魂"
		"DOTA_Tooltip_Ability_item_soul_adder_Description" "攻击伤害+14，智慧+20，攻速+20% 。<br />【使用】将指定的敌军催眠4秒，并使其在接下来8秒内受到的法术伤害增加30%。被催眠的敌军在受到伤害时会醒来 ，催眠的前4秒为无敌状态。<br /><font color=\"#cc0000\">催眠状态中为无敌，无视魔法免疫牵制。</font>"

		"DOTA_Tooltip_Ability_item_cross_spear" "十字枪"
		"DOTA_Tooltip_Ability_item_cross_spear_Description" "攻击伤害+35，15%机率格档攻击。<br />【被动】携带时可侦测到范围900内隐形单位。"

		"DOTA_Tooltip_Ability_item_gorgeous_tachi" "阵太刀"
		"DOTA_Tooltip_Ability_item_gorgeous_tachi_Description" "攻击伤害+7，灵活+10，全属性+5。"

		"DOTA_Tooltip_Ability_item_big_tachi" "野太刀"
		"DOTA_Tooltip_Ability_item_big_tachi_Description" "攻击伤害+21，灵活+10，攻击时20%造成两倍伤害。"

		"DOTA_Tooltip_Ability_item_variety_tachi" "长卷"
		"DOTA_Tooltip_Ability_item_variety_tachi_Description" "攻击伤害+28，力量+5。每秒回复10生命值。<br />【使用】牺牲10% 现有生命值，攻速+95%，持续15秒。"

		"DOTA_Tooltip_Ability_item_logs_big_tachi" "戒杖刀"
		"DOTA_Tooltip_Ability_item_logs_big_tachi_Description" "攻击伤害+14，灵活+5，全属性+5。<br />【使用】对敌方施展－降低目标敌人30%移动速度，持续8秒。<br />对友军施展－目标友军在26秒内回复780生命值。"

		"DOTA_Tooltip_Ability_item_red_spear" "皆朱枪"    
		"DOTA_Tooltip_Ability_item_red_spear_Description" "攻击伤害+28，力量+10。<br />【使用】增加40%攻击伤害，持续8秒。"    
			
		"DOTA_Tooltip_Ability_item_mana_thief" "御神法轮"
		"DOTA_Tooltip_Ability_item_mana_thief_Description" "智慧+20，攻速+30%。每次击中敌军时可以消去最多40法力并造成等量的伤害。<br />【使用】燃烧目标敌人最多435法力并造成等量伤害。<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存</font>"

		"DOTA_Tooltip_Ability_item_mana_thief_1" "御神法轮．二阶"
		"DOTA_Tooltip_Ability_item_mana_thief_1_Description" "智慧+30，攻速+40%。每次击中敌军时可以消去最多60法力并造成等量的伤害。<br />【使用】燃烧目标敌人最多435法力并造成等量伤害。<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存</font>"
		"DOTA_Tooltip_Ability_item_moon_spear" "斩月枪"
		"DOTA_Tooltip_Ability_item_moon_spear_Description" "攻击伤害+21，力量+15。"

		"DOTA_Tooltip_Ability_item_ronin_jitte" "浪人十手"
		"DOTA_Tooltip_Ability_item_ronin_jitte_Description" "攻击伤害+14，力量+10，法力+300。<br />【使用】对目标造成300+自身法力上限17%的伤害。"

		"DOTA_Tooltip_Ability_item_ronin_jitte_1" "浪人十手．二阶"
		"DOTA_Tooltip_Ability_item_ronin_jitte_1_Description" "攻击伤害+14，力量+15，法力+450。<br />【使用】对目标造成400+自身法力上限17%的伤害。"

		"DOTA_Tooltip_Ability_item_ronin_jitte_2" "浪人十手．三阶"
		"DOTA_Tooltip_Ability_item_ronin_jitte_2_Description" "攻击伤害+14，力量+20，法力+600。<br />【使用】对目标造成500+自身法力上限17%的伤害。"

		"DOTA_Tooltip_Ability_item_sakabatou" "逆刃刀"
		"DOTA_Tooltip_Ability_item_sakabatou_Description" "攻击伤害+35，攻速+30% 。攻击时11%机率击晕0.8秒。<br /><font color=\"#cc0000\">机率击晕不叠加</font>"

		"DOTA_Tooltip_Ability_item_glass_mitsutomo" "琉璃光姬"
		"DOTA_Tooltip_Ability_item_glass_mitsutomo_Description" "智慧+10， 法力+400。每秒回复1% 生命。增加7% 移动速度。<br /><font color=\"#5bc0de\">【使用】创造一个疗愈结界，每秒回复结界当中友军2% 生命值，持续15秒。</font>"

		"DOTA_Tooltip_Ability_item_the_dark_yellow_teeth_and_zimbabwe" "闇牙黄泉津"
		"DOTA_Tooltip_Ability_item_the_dark_yellow_teeth_and_zimbabwe_Description" "攻击+50，灵活+1，智慧+1。每个充能次数可以使灵活+3，智慧+2。每当英雄施展技能或是使用物品，便可以在闇牙黄泉津上增加1充能次数，上限6次。<br />【使用】消耗全部的充能次数，每消耗1次，便可以对目标敌人造成90伤害，并且自身回复所造成的伤害一半的生命值。</font>"

		"DOTA_Tooltip_Ability_item_the_club_of_nebula" "星杵"
		"DOTA_Tooltip_Ability_item_the_club_of_nebula_Description" "攻击伤害+14。<br />【使用】发出一道光波，对直线上的所有敌人造成350伤害。"

		"DOTA_Tooltip_Ability_item_izuminokami_kanesada" "和泉守兼定"
		"DOTA_Tooltip_Ability_item_izuminokami_kanesada_Description" "攻击伤害+28，攻速+15%。每秒回复10生命值。<br />【使用】使目标友军回复500生命值。<br /><font color=\"#f0ad4e\">可治疗魔法免疫单位</font>"
		
		"DOTA_Tooltip_Ability_item_ninja_sword" "忍者刀"
		"DOTA_Tooltip_Ability_item_ninja_sword_Description" "攻击伤害+14，灵活+10。攻速+30% 。<br />【使用】施展迷踪步，增加<font color=\"#5bc0de\">10% </font>移动速度，最多持续6秒，在现行的那次攻击可以造成350的额外伤害。"

		"DOTA_Tooltip_Ability_item_yubashiri" "雪走"
		"DOTA_Tooltip_Ability_item_yubashiri_Description" "攻击伤害+28、灵活+10。<br />【使用】打出冰爆造成目标300，周围200伤害并缓慢速度30%，持续7秒。"

		"DOTA_Tooltip_Ability_item_commander_of_fan" "统率者铁扇"
		"DOTA_Tooltip_Ability_item_commander_of_fan_Description" "攻击伤害+28，全属性+20。<br />【使用】使指定范围内的敌人无法施展法术以及攻击持续3秒，非英雄单位10秒。<br /><font color=\"#cc0000\">对魔法免疫单位效果0.5秒</font>"

		"DOTA_Tooltip_Ability_item_the_spear_of_saddle" "鞍切"
		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_Description" "攻击伤害+42，全属性+5。击中时使敌人护甲减少7<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免无效。</font>。

		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_1" "鞍切．二阶"
		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_1_Description" "攻击伤害+56，全属性+5。击中时使敌人护甲减少13<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免无效。</font>。

		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_2" "鞍切．三阶"
		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_2_Description" "攻击伤害+70，全属性+5。击中时使敌人护甲减少18<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免无效。</font>。

		"DOTA_Tooltip_Ability_item_the_spear_of_ghost" "鬼切"
		"DOTA_Tooltip_Ability_item_the_spear_of_ghost_Description" "攻击伤害+28，全属性+5，灵活+10。攻击敌人时有19% 机率切割对方的真灵，使该敌人失去他<font color=\"#f0ad4e\">14% </font>的现有生命值，最低可以使敌人失去115生命值。<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免无效。</font>"

		"DOTA_Tooltip_Ability_item_the_spear_of_spiders" "蜘蛛切"
		"DOTA_Tooltip_Ability_item_the_spear_of_spiders_Description" "攻击伤害+35， 力量+15，智慧+10。<br />【被动】减缓周围敌人15%移动速度。"

		"DOTA_Tooltip_Ability_item_the_hooate_of_ghost" "鬼颊当"
		"DOTA_Tooltip_Ability_item_the_hooate_of_ghost_Description" "生命值+300，每秒回复10生命值。"

		"DOTA_Tooltip_Ability_item_the_poketto_of_meiso" "静心兜"
		"DOTA_Tooltip_Ability_item_the_poketto_of_meiso_Description" "护甲+3，智慧+5，法力回复+150%。<br />【使用】在6秒内回复180生命值和125法力，受到伤害则中断。"

		"DOTA_Tooltip_Ability_item_samurai_cloth" "武士服"
		"DOTA_Tooltip_Ability_item_samurai_cloth_Description" "全属性+5，每秒回复10生命值。攻速+50%。"

		"DOTA_Tooltip_Ability_item_samurai_cloth_1" "武士服．二阶"
		"DOTA_Tooltip_Ability_item_samurai_cloth_1_Description" "全属性+5，每秒回复20生命值。攻速+70%。"

		"DOTA_Tooltip_Ability_item_samurai_cloth_2" "武士服．三阶"
		"DOTA_Tooltip_Ability_item_samurai_cloth_2_Description" "全属性+10，每秒回复30生命值。攻速+90%。"

		"DOTA_Tooltip_Ability_item_nannbann_armor" "南蛮胴具足"
		"DOTA_Tooltip_Ability_item_nannbann_armor_Description" "护甲+6，生命+780，每秒回复20生命值。自动抵挡一次魔法技能，并且在10秒内获得可以吸收1000法术伤害的魔盾。30秒内不得重复发动。<br /><font color=\"#cc0000\">与“御守”、“御魔护符”一起冷却</font>"

		"DOTA_Tooltip_Ability_item_foxfire_armor" "狐火大铠"
		"DOTA_Tooltip_Ability_item_foxfire_armor_Description" "护甲+5。每秒回复10生命值。每秒让附近350内的敌人造成80伤害"


		"DOTA_Tooltip_Ability_item_contemporary_armor" "当世具足"
		"DOTA_Tooltip_Ability_item_contemporary_armor_Description" "护甲+10，生命+480，法力+400。<br />【使用】回复400生命值和法力。"

		"DOTA_Tooltip_Ability_item_ghost_gloves" "鬼之笼手"
		"DOTA_Tooltip_Ability_item_ghost_gloves_Description" "生命+400。65%机率减少受到的100伤害。<br />【使用】牺牲目标非英雄之友军，将他现有生命值转为自身生命值。"


		"DOTA_Tooltip_Ability_item_shun_armor" "挂面具足"
		"DOTA_Tooltip_Ability_item_shun_armor_Description" "护甲+5，全属性+10。15%机率闪避攻击。"

		"DOTA_Tooltip_Ability_item_prophet_armor" "真知短甲"
		"DOTA_Tooltip_Ability_item_prophet_armor_Description" "【被动】携带时可以侦测到范围600内的隐形单位。<br />50% 机率减少受到的50攻击伤害，<font color=\"#5bc0de\">减少所受的法术伤害15% </font>。 <br />【使用】侦测1200内隐形部队，并在使其现形10秒。"

		"DOTA_Tooltip_Ability_item_devil_supressor_armor" "制魔腹卷"
		"DOTA_Tooltip_Ability_item_devil_supressor_armor_Description" "护甲+5。每秒回复20生命值。降低所受的法术伤害20%。<br />【使用】使周围的友军获得制魔护盾，制魔护盾可以吸收900法术伤害，持续25秒。"

		"DOTA_Tooltip_Ability_item_fubuki_shoulders" "吹雪护肩"
		"DOTA_Tooltip_Ability_item_fubuki_shoulders_Description" "护甲+5，智慧+20。<br />【使用】启动寒冰护盾，当受到伤害时将其中的45%转为以法力抵销，每1法力抵销2.5伤害，寒冰护盾持续7秒。"
		
		"DOTA_Tooltip_Ability_item_fubuki_shoulders_1" "吹雪护肩+1"
		"DOTA_Tooltip_Ability_item_fubuki_shoulders_1_Description" "护甲+5，智慧+30。<br />【使用】启动寒冰护盾，当受到伤害时将其中的45%转为以法力抵销，每1法力抵销2.5伤害，寒冰护盾持续14秒。"

		"DOTA_Tooltip_Ability_item_dark_boots" "暗部长靴"
		"DOTA_Tooltip_Ability_item_dark_boots_Description" "移动速度+90，攻击伤害+30，攻速+30% 。<br />【使用】在5秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_dark_boots_1" "破魔．暗部长靴"
		"DOTA_Tooltip_Ability_item_dark_boots_1_Description" "移动速度+90，攻击伤害+30，攻速+30% 。<br />【使用】在10秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_mana_boots" "仕手能靴"
		"DOTA_Tooltip_Ability_item_mana_boots_Description" "移动速度+60，全属性+5。自身及周围友军每秒回复8.5法力。<br />【使用】在5秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_mana_boots_1" "破魔．仕手能靴"
		"DOTA_Tooltip_Ability_item_mana_boots_1_Description" "移动速度+60，全属性+5。自身及周围友军每秒回复8.5法力。<br />【使用】在10秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_ryukyu_ronin_clogs" "琉球浪人木屐"
		"DOTA_Tooltip_Ability_item_ryukyu_ronin_clogs_Description" "移动速度+75，生命值+360，15%机率格档攻击。<br />【使用】在5秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_ryukyu_ronin_clogs_1" "破魔．琉球浪人木屐"
		"DOTA_Tooltip_Ability_item_ryukyu_ronin_clogs_1_Description" "移动速度+75，生命值+360，15%机率格档攻击。<br />【使用】在10秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_magic_defence_boots" "御魔长踏"
		"DOTA_Tooltip_Ability_item_magic_defence_boots_Description" "移动速度+60，每秒回复20生命值。降低所受的法术伤害20%。<br />【使用】在5秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_magic_defence_boots_1" "破魔．御魔长踏"
		"DOTA_Tooltip_Ability_item_magic_defence_boots_1_Description" "移动速度+60，每秒回复20生命值。降低所受的法术伤害20%。<br />【使用】在10秒内获得魔法免疫。<br /><font color=\"#cc0000\">唯一物品，移动速度不得累计。</font>"

		"DOTA_Tooltip_Ability_item_death_of_scepter" "逝者之笏"
		"DOTA_Tooltip_Ability_item_death_of_scepter_Description" "全属性+15，法力+300。<br />【使用】使目标受到等同他现有生命35% 的魔法伤害。<br /><font color=\"#cc0000\">对魔法免疫者施放造成现有生命15%血量的真实伤害。</font>"

		"DOTA_Tooltip_Ability_item_the_shell_of_spirituality_kappa" "妖化河童壳"
		"DOTA_Tooltip_Ability_item_the_shell_of_spirituality_kappa_Description" "护甲+5，法力+200。降低所受的法术伤害10%。<br />【使用】回复自身以及周围友军250法力。"

		"DOTA_Tooltip_Ability_item_kotennmyohiragumo" "平蜘蛛釜"
		"DOTA_Tooltip_Ability_item_kotennmyohiragumo_Description" "生命+300。每秒回复10生命值，法力回复+150%。<br />【使用】创造一个法术吸收盾，可以在7.5秒内吸收所有法术伤害。<br /><font color=\"#cc0000\">指定施放，无法作用于魔法免疫单位。</font>"

		"DOTA_Tooltip_Ability_item_magic_talisman" "御魔护符"
		"DOTA_Tooltip_Ability_item_magic_talisman_Description" "自动抵挡一次魔法技能，并且在5秒内获得可以吸收500法术伤害的魔盾。20秒内不得重复发动。"

		"DOTA_Tooltip_Ability_item_moon_mirror" "月轮镜"
		"DOTA_Tooltip_Ability_item_moon_mirror_Description" "每秒回复10生命值，法力回复+150%。<br />【使用】引导治疗的能量在4个友军之间传递，可以回复400生命。"

		"DOTA_Tooltip_Ability_item_hachiman_bell" "八幡铃"
		"DOTA_Tooltip_Ability_item_hachiman_bell_Description" "灵活+5，生命值+150，法力回复+150% 。降低所受的法术伤害10%"

		"DOTA_Tooltip_Ability_item_ghost_mask" "鬼面"
		"DOTA_Tooltip_Ability_item_ghost_mask_Description" "全属性+5，降低受到的法术伤害15% 。<br />【使用】攻击伤害+40，每次攻击吸取造成伤害的<font color=\"#f0ad4e\">15%</font>生命值，持续20秒。"

		"DOTA_Tooltip_Ability_item_satsuma_gun" "萨摩铳"
		"DOTA_Tooltip_Ability_item_satsuma_gun_Description" "全属性+5。<br />【使用】使750距离的目标敌人晕眩2秒并造成250魔法伤害。"

		"DOTA_Tooltip_Ability_item_hama_orb" "破魔宝珠"
		"DOTA_Tooltip_Ability_item_hama_orb_Description" "强化效果：使“仕手能靴”、“琉球浪人木屐”、“御魔长踏”、“暗部长靴”使用获得的魔法免疫效果延长5秒。<br /><font color=\"#cc0000\">用于强化合成</font>"

		"DOTA_Tooltip_Ability_item_kousetsusamonnji" "红雪左文字"
		"DOTA_Tooltip_Ability_item_kousetsusamonnji_Description" "攻击伤害+60，力量+10，灵活+10。攻击时27% 造成2倍伤害。<br />【使用】增加40%攻击伤害，持续8秒。"

		"DOTA_Tooltip_Ability_item_kisyosennfuyuzuki" "桔梗仙冬月"
		"DOTA_Tooltip_Ability_item_kisyosennfuyuzuki_Description" "攻击伤害+50，灵活+10，智慧+10。<br />【使用】将指定目标冰封2.5秒，使他无法移动，并且每0.5秒受到100伤害。<br /><font color=\"#cc0000\">会被魔法免疫解除效果</font>"


		"DOTA_Tooltip_Ability_item_the_blade_of_blood_devourer" "嗜血妖刀"
		"DOTA_Tooltip_Ability_item_the_blade_of_blood_devourer_Description" "攻击伤害+50，全属性+5。降低所受的法术伤害20% 。<br />【使用】攻击伤害+40，每次攻击吸取造成伤害的<font color=\"#f0ad4e\">30%</font>生命值，持续20秒。"

		"DOTA_Tooltip_Ability_item_bizennosafunekanemitsu" "备前兼光"
		"DOTA_Tooltip_Ability_item_bizennosafunekanemitsu_Description" "攻击伤害+50，攻速+30% ，全属性+10。每使用一个技能或是物品，可以使自身增加<font color=\"#5bc0de\">20%</font>攻击伤害以及每秒回复11生命，持续5秒。<br />【使用】使目标友军回复650生命值。<br /><font color=\"#f0ad4e\">可治疗魔法免疫单位</font>"

		"DOTA_Tooltip_Ability_item_the_scream_of_spiders" "鬼蜘蛛．夜哭"
		"DOTA_Tooltip_Ability_item_the_scream_of_spiders_Description" "攻击伤害+65，全属性+15。减缓周围敌人15% 移动速度。攻击敌人时有23% 机率切割对方的真灵，使该敌人失去他<font color=\"#f0ad4e\">14% </font>的现有生命值，最低可以使敌人失去115生命值。<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免无效。</font>"

		"DOTA_Tooltip_Ability_item_great_dragon" "巨龙"
		"DOTA_Tooltip_Ability_item_great_dragon_Description" "攻击伤害+40。法力回复+150%。生命值+400。<br />【使用】发出一道光波，对直线上的所有敌人造成480伤害。"

		"DOTA_Tooltip_Ability_item_kokumo" "冻云"
		"DOTA_Tooltip_Ability_item_kokumo_Description" "攻击伤害+42，灵活+20。攻击时16% 机率打出冰爆造成目标480、周围325内200伤害并缓慢速度<font color=\"#5bc0de\">30%</font>。持续4.5秒。<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免没有伤害有缓速。</font>"

		"DOTA_Tooltip_Ability_item_the_sword_of_kaminaobi" "神直毗御剑"
		"DOTA_Tooltip_Ability_item_the_sword_of_kaminaobi_Description" "攻击伤害+50，力量+15，全属性+10。<br />【使用】指定700距离内的目标，瞬间移动到目前身旁。"

		"DOTA_Tooltip_Ability_item_raikiri" "雷切"
		"DOTA_Tooltip_Ability_item_raikiri_Description" "攻击伤害+80，攻速+30% 。<font color=\"#5bc0de\">攻击时16%机率打出分岔闪电</font>，对最多8个敌人造成400伤害。<br /><font color=\"#cc0000\">法球效果，不可与其他法球并存，对魔免无效。</font>"

		"DOTA_Tooltip_Ability_item_ninja_cloth" "忍者装束"
		"DOTA_Tooltip_Ability_item_ninja_cloth_Description" "护甲+6，全属性+10，攻速+25% ，<font color=\"#5bc0de\">25%机率闪避攻击。</font>"

		"DOTA_Tooltip_Ability_item_the_dark_armor" "黑漆涂五枚胴"
		"DOTA_Tooltip_Ability_item_the_dark_armor_Description" "护甲+5，智慧+10，法力回复+150% 。<br />【使用】使周围友军在5秒内回复420生命和255法力，受到伤害则中断。"


		"DOTA_Tooltip_Ability_item_reito_lantern" "灵都宫灯"
		"DOTA_Tooltip_Ability_item_reito_lantern_Description" "每秒回复20生命值，法力回复+150% 。20%机率闪避攻击。<br />【使用】引导治疗的能量在8个友军之间传递，可以回复800生命。"

		"DOTA_Tooltip_Ability_item_the_red_lightning_chapter" "赤雷卷"
		"DOTA_Tooltip_Ability_item_the_red_lightning_chapter_Description" "智慧+10，攻击+10。<br />【使用】施展赤雷闪电，对最多3个敌人造成455伤害。"


		"DOTA_Tooltip_Ability_item_the_red_lightning_chapter_hyper" "真．赤雷卷"
		"DOTA_Tooltip_Ability_item_the_red_lightning_chapter_hyper_Description" "智慧+20，攻击+10。<br />【使用】施展赤雷闪电，对最多8个敌人造成700点伤害。"


		"DOTA_Tooltip_Ability_item_the_overflame_art_of_war" "大炎上之书"
		"DOTA_Tooltip_Ability_item_the_overflame_art_of_war_Description" "智慧+40。<br />【使用】对指定区域内降下5波炎雨，每波造成400伤害并且使当中的敌人燃烧，每秒造成60伤害，持续5秒。<br /><font color=\"#cc0000\">可对建筑物造成30% 伤害</font>"

		"DOTA_Tooltip_Ability_item_the_overflame_art_of_war_hyper" "真．大炎上之书"
		"DOTA_Tooltip_Ability_item_the_overflame_art_of_war_hyper_Description" "智慧+70。<br />【使用】在指定地点引起地震以及落石和大火，地震可缓慢区域中80% 移动，落石每波可造成600点伤害，大火可对目标造成120点伤害持续5秒。<br /><font color=\"#cc0000\">可对建筑物造成30% 伤害</font>"


		"DOTA_Tooltip_Ability_item_the_art_of_war_tornado_chapter" "孙子兵法．风之章"
		"DOTA_Tooltip_Ability_item_the_art_of_war_tornado_chapter_Description" "灵活+10。<br />【被动】周围友军增加<font color=\"#5bc0de\">7% </font>移动速度。<br />【使用】召唤风之阵，使范围内的友军增加15% 移动速度，持续22秒。"

		"DOTA_Tooltip_Ability_item_the_art_of_war_forest_chapter" "孙子兵法．林之章"
		"DOTA_Tooltip_Ability_item_the_art_of_war_forest_chapter_Description" "智慧+10。<br />【被动】周围友军增快15%攻速。<br />【使用】召唤2名下级伏兵先锋以及1名下级伏兵军师加入战斗。伏兵存在30秒。"

		"DOTA_Tooltip_Ability_item_the_art_of_war_flame_chapter" "孙子兵法．火之章"
		"DOTA_Tooltip_Ability_item_the_art_of_war_flame_chapter_Description" "攻击伤害+14。<br />【被动】周围友军增加<font color=\"#5bc0de\">15% </font>攻击伤害。<br />【使用】周围友军增加40%攻击伤害，持续8秒。"


		"DOTA_Tooltip_Ability_item_the_art_of_war_mountain_chapter" "孙子兵法．山之章"
		"DOTA_Tooltip_Ability_item_the_art_of_war_mountain_chapter_Description" "力量+10。<br />【被动】周围友军护甲+6。<br />【使用】增加50护甲，持续5秒。"


		"DOTA_Tooltip_Ability_item_the_lost_art_of_war_1" "孙子兵法残册"
		"DOTA_Tooltip_Ability_item_the_lost_art_of_war_1_Description" "全属性+10。<br />【被动】周围友军增加<font color=\"#5bc0de\">25% </font>攻速，周围友军增加<font color=\"#5bc0de\">25% </font>攻击伤害。<br />【使用】召唤3名下级伏兵先锋以及1名下级伏兵军师加入战斗。伏兵存在30秒。<br /><font color=\"#cc0000\">灵气效果无法与“林之章”、“火之章”叠加。</font>"

		"DOTA_Tooltip_Ability_item_the_lost_art_of_war_2" "孙子兵法断简"
		"DOTA_Tooltip_Ability_item_the_lost_art_of_war_2_Description" "全属性+10。<br />【被动】周围友军增加<font color=\"#5bc0de\">10% </font>移动速度，周围友军护甲+6。<br />【使用】召唤风护之阵，使范围内的友军增加15% 移动速度，且前4秒额外增加40护甲，风护之阵持续20秒。<br /><font color=\"#cc0000\">灵气效果无法与“风之章”、“山之章”叠加。</font>"

		"DOTA_Tooltip_Ability_item_the_art_of_war" "孙子兵法全本"
		"DOTA_Tooltip_Ability_item_the_art_of_war_Description" "全属性+20。<br />【被动】周围友军护甲+7，周围友军增加<font color=\"#5bc0de\">25% </font>攻速以及<font color=\"#5bc0de\">10% </font>移动速度，周围友军增加<font color=\"#5bc0de\">25% </font>攻击伤害。<br />【使用】召唤4名上级伏兵、1名上级伏兵军师加入战斗。伏兵存在30秒。<br /><font color=\"#cc0000\">任何相同灵气效果无法叠加。</font>"

		"DOTA_Tooltip_Ability_item_the_over_lightning_art_of_war" "无上雷暴之书"
		"DOTA_Tooltip_Ability_item_the_over_lightning_art_of_war_Description" "智慧+60。<br />【使用】以自身为中心范围500内召唤闪电雷暴，每秒对身处风暴中的敌人造成等同他们生命最大值11%的伤害，持续11秒。<br /><font color=\"#cc0000\">魔免伤害减半</font>"

		
		"DOTA_Tooltip_Ability_item_ninja_sword" "忍者刀"
		"DOTA_Tooltip_Ability_item_yubashiri" "雪走"
		"DOTA_Tooltip_Ability_item_commander_of_fan" "统率者铁扇"
		"DOTA_Tooltip_Ability_item_the_spear_of_saddle" "鞍切"
		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_1" "鞍切+1"
		"DOTA_Tooltip_Ability_item_the_spear_of_saddle_2" "鞍切+2"
		"DOTA_Tooltip_Ability_item_the_spear_of_ghost" "鬼切"
		"DOTA_Tooltip_Ability_item_the_spear_of_spiders" "蜘蛛切"

		"DOTA_Tooltip_Ability_item_the_hooate_of_ghost" "鬼颊当"
		"DOTA_Tooltip_Ability_item_the_poketto_of_meiso" "静心兜"
		"DOTA_Tooltip_Ability_item_samurai_cloth" "武士服"
		"DOTA_Tooltip_Ability_item_samurai_cloth_1" "武士服+1"
		"DOTA_Tooltip_Ability_item_samurai_cloth_2" "武士服+2"
		"DOTA_Tooltip_Ability_item_nannbann_armor" "南蛮胴具足"
		"DOTA_Tooltip_Ability_item_foxfire_armor" "狐火大铠"
		"DOTA_Tooltip_Ability_item_contemporary_armor" "当世具足"
		"DOTA_Tooltip_Ability_item_ghost_gloves" "鬼之笼手"
		"DOTA_Tooltip_Ability_item_shun_armor" "挂面具足"
		"DOTA_Tooltip_Ability_item_prophet_armor" "真知短甲"
		"DOTA_Tooltip_Ability_item_devil_supressor_armor" "制魔腹卷"
		"DOTA_Tooltip_Ability_item_fubuki_shoulders" "吹雪护肩"
		"DOTA_Tooltip_Ability_item_dark_boots" "暗部长靴"
		"DOTA_Tooltip_Ability_item_mana_boots" "仕手能靴"
		"DOTA_Tooltip_Ability_item_ryukyu_ronin_clogs" "琉球浪人木屐"
		"DOTA_Tooltip_Ability_item_magic_defence_boots" "御魔长踏"
		"DOTA_Tooltip_Ability_item_dark_boots_1" "暗部长靴+1"
		"DOTA_Tooltip_Ability_item_mana_boots_1" "仕手能靴+1"
		"DOTA_Tooltip_Ability_item_ryukyu_ronin_clogs_1" "琉球浪人木屐+1"
		"DOTA_Tooltip_Ability_item_magic_defence_boots_1" "御魔长踏+1"
		"DOTA_Tooltip_Ability_item_death_of_scepter" "逝者之笏"
		"DOTA_Tooltip_Ability_item_the_shell_of_spirituality_kappa" "妖化河童壳"
		"DOTA_Tooltip_Ability_item_kotennmyohiragumo" "平蜘蛛釜"
		"DOTA_Tooltip_Ability_item_magic_talisman" "御魔护符"
		"DOTA_Tooltip_Ability_item_moon_mirror" "月轮镜"
		"DOTA_Tooltip_Ability_item_hachiman_bell" "八幡铃"
		"DOTA_Tooltip_Ability_item_ghost_mask" "鬼面"
		"DOTA_Tooltip_Ability_item_satsuma_gun" "萨摩铳"
		"DOTA_Tooltip_Ability_item_hama_orb" "破魔宝珠"
		"DOTA_Tooltip_Ability_item_kousetsusamonnji" "红雪左文字"
		"DOTA_Tooltip_Ability_item_kisyosennfuyuzuki" "桔梗仙冬月"
		"DOTA_Tooltip_Ability_item_the_blade_of_blood_devourer" "嗜血妖刀"
		"DOTA_Tooltip_Ability_item_bizennosafunekanemitsu" "备前兼光"
		"DOTA_Tooltip_Ability_item_the_scream_of_spiders" "鬼蜘蛛．夜哭"
		"DOTA_Tooltip_Ability_item_great_dragon" "巨龙"
		"DOTA_Tooltip_Ability_item_kokumo" "冻云"
		"DOTA_Tooltip_Ability_item_the_sword_of_kaminaobi" "神直毗御剑"
